,date,region,cancer,population,"European Standard population rate per 100,000"
928,2020-12-21,East Midlands,2527.0,4194933.0,61.519999999999996
929,2020-12-21,London,740.0,1707681.0,63.779999999999994
930,2020-12-21,North East,626.0,1100380.0,59.06
931,2020-12-21,North West,1184.0,2067843.0,55.565000000000005
932,2020-12-21,South East,870.0,1583959.0,52.965
933,2020-12-21,South West,1992.0,3301984.0,55.005
934,2020-12-21,West Midlands,362.0,988117.0,42.1
935,2020-12-21,Yorkshire and The Humber,1954.0,3418203.0,60.39000000000001
936,2020-12-28,East,2316.0,5646044.0,42.47
937,2020-12-28,East Midlands,1741.0,4195038.0,42.269999999999996
938,2020-12-28,London,452.0,1708133.0,38.88999999999999
939,2020-12-28,North East,396.0,1100262.0,37.38000000000001
940,2020-12-28,North West,768.0,2067732.0,35.975
941,2020-12-28,South East,608.0,1583973.0,37.28000000000001
942,2020-12-28,South West,1467.0,3302257.0,40.775000000000006
943,2020-12-28,West Midlands,227.0,988178.0,26.73
944,2020-12-28,Yorkshire and The Humber,1402.0,3418176.0,43.349999999999994
